,DVC Code,Company Name,Business Nature,business Sector,Business Industry,Listed,Legal status,User Key,User Name,Firm Key,Firm Name,Service Category,Service Name,Document Date,Document,Reference Law,DVC Date,Day,Month,Year
25532,2111041772AS581290,MONNO CERAMIC INDUSTRIES LIMITED,Ceramics,Glass & Ceramics,Ceramics,Y,Public Limited Company,1772,Chaity  Basak ACA,F-0133,Shiraz Khan Basak & Co.,Audit,Statutory Audit,10/28/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994",2021-11-04,04,November,2021
25534,2111181244AS124188,SONALI AANSH INDUSTRIES LIMITED,Jute Fashion Items,Jute,Jute Fashion Items,Y,Public Limited Company,1244,Muhammad Shajedul Hoque Talukder FCA,F-0090,MABS & J Partners,Audit,Statutory Audit,11/16/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994",2021-11-18,18,November,2021
25535,2111220535AS207614,WATA CHEMICALS LIMITED,Inorganic Chemicals,Chemical,Inorganic Chemicals,Y,Public Limited Company,535,Nasir Uddin Ahmed FCA,F-0090,MABS & J Partners,Audit,Statutory Audit,11/20/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994",2021-11-22,22,November,2021
25536,2111020240AS839035,R. N. SPINNING MILLS LIMITED,Spinning,Textiles,Spinning,Y,Public Limited Company,240,Md Nurul Hossain Khan FCA,F-0073,Kazi Zahir Khan & Co.,Audit,Statutory Audit,10/31/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994",2021-11-02,02,November,2021
25539,2111070240AS727539,RAHIMA FOOD CORPORATION LIMITED,Others,Food & Allied,Others,Y,Public Limited Company,240,Md Nurul Hossain Khan FCA,F-0073,Kazi Zahir Khan & Co.,Audit,Statutory Audit,11/6/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994",2021-11-07,07,November,2021
25540,2111020165AS740107,PRIME TEXTILE SPINNING MILLS LIMITED,Spinning,Textiles,Spinning,Y,Public Limited Company,165,Quazi Shafiqul Islam FCA,F-0067,Islam Quazi Shafique & Co.,Audit,Statutory Audit,11/1/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994",2021-11-02,02,November,2021
25541,2111040845AS548401,ACI FORMULATIONS LIMITED,Others,Other Manufacturing,Others,Y,Public Limited Company,845,Kazi Md. Mahboob Kasem FCA,F-0011,A Wahab & Co.,Audit,Statutory Audit,10/28/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994",2021-11-04,04,November,2021
25542,2111040845AS643373,ADVANCED CHEMICAL INDUSTRIES LIMITED,Others,Other Manufacturing,Others,Y,Public Limited Company,845,Kazi Md. Mahboob Kasem FCA,F-0011,A Wahab & Co.,Audit,Statutory Audit,10/28/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994",2021-11-04,04,November,2021
25543,2111090247AS761795,PHARMA AIDS LIMITED,Glass,Glass & Ceramics,Glass,Y,Public Limited Company,247,Md  Waliullah FCA,F-0094,Malek Siddiqui Wali,Audit,Statutory Audit,11/9/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994",2021-11-09,09,November,2021
25544,2111100448AS501787,MOZAFFAR HOSSAIN SPINNING MILLS LIMITED,Spinning,Textiles,Spinning,Y,Public Limited Company,448,Kazi Mostafa Alam FCA,F-0115,Rahman Mostafa Alam & Co.,Audit,Statutory Audit,10/28/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994",2021-11-10,10,November,2021
25546,2111150268AS478954,ADVENT PHARMA LTD.,Pharmaceuticals,Medicine & Healthcare,Pharmaceuticals,Y,Public Limited Company,268,AFM  Alamgir FCA,F-0025,ARTISAN,Audit,Statutory Audit,10/28/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994",2021-11-15,15,November,2021
25547,2111030151AS790547,SHASHA DENIMS LIMITED,Denims,Textiles,Denims,Y,Public Limited Company,151,Pinaki  Das FCA,F-0112,Pinaki & Company,Audit,Statutory Audit,10/28/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994",2021-11-03,03,November,2021
25548,2111040165AS213142,AMAN COTTON FIBROUS LTD.,Spinning,Textiles,Spinning,Y,Public Limited Company,165,Quazi Shafiqul Islam FCA,F-0067,Islam Quazi Shafique & Co.,Audit,Statutory Audit,10/31/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994",2021-11-04,04,November,2021
25549,2111070478AS643886,GLOBAL HEAVY CHEMICALS LIMITED,Others,Chemical,Others,Y,Public Limited Company,478,M Zabed Ali Mridha FCA,F-0017,Ahmed Zaker & Co.,Audit,Statutory Audit,10/28/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994",2021-11-07,07,November,2021
25550,2111110595AS190530,ACTIVE FINE CHEMICALS LIMITED,Pharmaceuticals,Medicine & Healthcare,Pharmaceuticals,Y,Public Limited Company,595,Md Shafiqul Islam FCA,F-0127,Shafiq Basak & Co.,Audit,Statutory Audit,10/30/2021,Auditors Report and Financial Statements ,"Bangladesh Securities and Exchange Commission Act, 1993",2021-11-11,11,November,2021
25551,2111180105AS324679,RATANPUR STEEL RE-ROLLING MILLS LTD.,Others,Metal Industries,Others,Y,Public Limited Company,105,Howlader Mahfel Huq FCA,F-0091,Mahfel Huq & Co.,Audit,Statutory Audit,11/18/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994",2021-11-18,18,November,2021
25552,2111020240AS700093,FAR CHEMICAL INDUSTRIES LIMITED,Others,Chemical,Others,Y,Public Limited Company,240,Md Nurul Hossain Khan FCA,F-0073,Kazi Zahir Khan & Co.,Audit,Statutory Audit,10/31/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994",2021-11-02,02,November,2021
25553,2111060625AS565275,ARAMIT CEMENT LIMITED,Cements,Cements,Cements,Y,Public Limited Company,625,Sampad Kumar Basak FCA,F-0127,Shafiq Basak & Co.,Audit,Statutory Audit,10/26/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994",2021-11-06,06,November,2021
25554,2111161729AS837287,BANGLADESH MONOSPOOL PAPER MANUFACTURING COMPANY LTD.,Paper,Other Manufacturing,Paper,Y,Public Limited Company,1729,Mohan Adhikari FCA,F-0112,Pinaki & Company,Audit,Statutory Audit,11/13/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994",2021-11-16,16,November,2021
25555,2110310527AS198337,APEX FOOTWEAR LIMITED,Footwear,Tannery,Footwear,Y,Public Limited Company,527,Kamrul  Abedin FCA,F-0083,M J Abedin & Co.,Audit,Statutory Audit,9/29/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994",2021-10-31,31,October,2021
25556,2111071530AS817185,GENERATION NEXT FASHIONS LIMITED,Garments,Textiles,Garments,Y,Public Limited Company,1530,Sultan  Moheuddin FCA,F-0047,G Kibria & Co.,Audit,Statutory Audit,10/27/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994",2021-11-07,07,November,2021
25557,2111100392AS562370,ZAHEEN SPINNING LIMITED,Spinning,Textiles,Spinning,Y,Public Limited Company,392,A. K. Gulam Kibria FCA,F-0047,G Kibria & Co.,Audit,Statutory Audit,11/3/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994",2021-11-10,10,November,2021
25558,2111030392AS190777,ZEAL BANGLA SUGAR MILLS LIMITED,Sugar,Food & Allied,Sugar,Y,Public Limited Company,392,A. K. Gulam Kibria FCA,F-0047,G Kibria & Co.,Audit,Statutory Audit,10/19/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994",2021-11-03,03,November,2021
25559,2111030268AS114749,YUSUF FLOUR MILLS LTD.,Others,Food & Allied,Others,Y,Public Limited Company,268,AFM  Alamgir FCA,F-0025,ARTISAN,Audit,Statutory Audit,11/3/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994",2021-11-03,03,November,2021
25560,2111081772AS238054,MONNO AGRO & GENERAL MACHINERY LIMITED,Others,Other Manufacturing,Others,Y,Public Limited Company,1772,Chaity  Basak ACA,F-0133,Shiraz Khan Basak & Co.,Audit,Statutory Audit,10/28/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994",2021-11-08,08,November,2021
25561,2111240596AS210146,SALVO CHEMICAL INDUSTRY LIMITED,Inorganic Chemicals,Chemical,Inorganic Chemicals,Y,Public Limited Company,596,Md Iqbal Hossain FCA,F-0142,Zoha Zaman Kabir Rashid & Co.,Audit,Statutory Audit,11/10/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994",2021-11-24,24,November,2021
25562,2111021885AS812352,SAIHAM COTTON MILLS LTD.,Spinning,Textiles,Spinning,Y,Public Limited Company,1885,Md. Tanjilur Rahman FCA,F-0077,Khan Wahab Shafique Rahman & Co.,Audit,Statutory Audit,10/27/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994",2021-11-02,02,November,2021
25564,2111071204AS262793,H.R. TEXTILE MILLS LIMITED,Garments,Textiles,Garments,Y,Public Limited Company,1204,Mohammad Mofizul Haque Rinku FCA,F-0115,Rahman Mostafa Alam & Co.,Audit,Statutory Audit,10/27/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994",2021-11-07,07,November,2021
25565,2111080478AS289793,HWA WELL TEXTILES (BD) LIMITED ,Knitting,Textiles,Knitting,Y,Public Limited Company,478,M Zabed Ali Mridha FCA,F-0017,Ahmed Zaker & Co.,Audit,Statutory Audit,10/27/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994",2021-11-08,08,November,2021
25567,2110310471AS218296,KOHINOOR CHEMICAL COMPANY (BANGLADESH) LIMITED ,Cosmetics,Chemical,Cosmetics,Y,Public Limited Company,471,Md Enamul Haque Choudhury FCA,F-0121,S F Ahmed & Co.,Audit,Statutory Audit,10/31/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994",2021-10-31,31,October,2021
25569,2111071772AS513741,CENTRAL PHARMACEUTICALS LIMITED,Pharmaceuticals,Medicine & Healthcare,Pharmaceuticals,Y,Public Limited Company,1772,Chaity  Basak ACA,F-0133,Shiraz Khan Basak & Co.,Audit,Statutory Audit,11/4/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994",2021-11-07,07,November,2021
25570,2111110760AS672745,ATLAS BANGLADESH LIMITED,Others,Other Manufacturing,Others,Y,Public Limited Company,760,Ghulum Murshed Latiful Quader FCA,F-0073,Kazi Zahir Khan & Co.,Audit,Statutory Audit,11/10/2021,Auditors Report and Financial Statements ,"Bangladesh Securities and Exchange Commission Act, 1993",2021-11-11,11,November,2021
25572,2110260564AS621128,SHINEPUKUR CERAMICS LIMITED,Ceramics,Glass & Ceramics,Ceramics,Y,Public Limited Company,564,Mahmood Hasan FCA,F-0083,M J Abedin & Co.,Audit,Statutory Audit,10/21/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994",2021-10-26,26,October,2021
25573,2110260461AS287864,NATIONAL POLYMER INDUSTRIES LIMITED,Polymers,Chemical,Polymers,Y,Public Limited Company,461,Md Shirazul Islam Khan FCA,F-0133,Shiraz Khan Basak & Co.,Audit,Statutory Audit,10/21/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994",2021-10-26,26,October,2021
25575,2110121522AS256800,ANWAR GALVANIZING LIMITED,Others,Metal Industries,Others,Y,Public Limited Company,1522,Md. Abdus Satter Sarkar FCA,F-0091,Mahfel Huq & Co.,Audit,Statutory Audit,10/9/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994",2021-10-12,12,October,2021
25576,2110261032AS325956,BANGLADESH BUILDING SYSTEMS LIMITED,Others,Other Manufacturing,Others,Y,Public Limited Company,1032,Fouzia  Haque FCA,F-0044,FAMES & R,Audit,Statutory Audit,6/30/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994",2021-10-26,26,October,2021
25578,2110260461AS582968,DRAGON SWEATER AND SPINNING LTD.,Garments,Textiles,Garments,Y,Public Limited Company,461,Md Shirazul Islam Khan FCA,F-0133,Shiraz Khan Basak & Co.,Audit,Statutory Audit,10/24/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994",2021-10-26,26,October,2021
25581,2110260247AS420761,NAHEE ALUMINUM COMPOSITE PANEL LTD.,Aluminium,Metal Industries,Aluminium,Y,Public Limited Company,247,Md  Waliullah FCA,F-0094,Malek Siddiqui Wali,Audit,Statutory Audit,10/17/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994",2021-10-26,26,October,2021
25582,2110260509AO200355,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED ,Others,Other Manufacturing,Others,Y,Public Limited Company,509,Ali Ashfaq FCA,F-0118,Rahman Rahman Huq,Audit,Other Audit,10/26/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994",2021-10-26,26,October,2021
25584,2110280247AS409982,MALEK SPINNING MILLS LIMITED,Spinning,Textiles,Spinning,Y,Public Limited Company,247,Md  Waliullah FCA,F-0094,Malek Siddiqui Wali,Audit,Statutory Audit,10/27/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994",2021-10-28,28,October,2021
25586,2110180521AS299967,MJL BANGLADESH LIMITED,Others,Other Manufacturing,Others,Y,Public Limited Company,521,Muhammad  Farooq FCA,F-0058,Howladar Yunus & Co.,Audit,Statutory Audit,10/18/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994",2021-10-18,18,October,2021
25587,2110171046AS607912,FORTUNE SHOES LTD.,Footwear,Tannery,Footwear,Y,Public Limited Company,1046,Md. Mohiuddin Ahmed FCA,F-0027,Ashraf Uddin & Co.,Audit,Statutory Audit,10/11/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994",2021-10-17,17,October,2021
25588,2110190603AS752107,BANGLADESH LAMPS LIMITED,Others,Other Manufacturing,Others,Y,Public Limited Company,603,Md Shafiqul Alam FCA,F-0017,Ahmed Zaker & Co.,Audit,Statutory Audit,10/18/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994",2021-10-19,19,October,2021
25589,2110211522AS381256,ENVOY TEXTILES LIMITED,Denims,Textiles,Denims,Y,Public Limited Company,1522,Md. Abdus Satter Sarkar FCA,F-0091,Mahfel Huq & Co.,Audit,Statutory Audit,10/11/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994",2021-10-21,21,October,2021
25592,2110281090AS317411,APEX FOODS LIMITED,Others,Food & Allied,Others,Y,Public Limited Company,1090,AKM Fazlul Haque FCA,F-0061,Hussain Farhad & Co.,Audit,Statutory Audit,10/28/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994",2021-10-28,28,October,2021
25593,2109290950AS319665,SUMMIT POWER LIMITED,Others,Other Manufacturing,Others,Y,Public Limited Company,950,Mohammad Motaleb Hossain FCA,F-0010,A Qasem & Co.,Audit,Statutory Audit,9/26/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994",2021-09-29,29,September,2021
25594,2110051032AS518464,DESHBANDHU POLYMER LIMITED,Others,Other Manufacturing,Others,Y,Public Limited Company,1032,Fouzia  Haque FCA,F-0044,FAMES & R,Audit,Statutory Audit,6/30/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994",2021-10-05,05,October,2021
25595,2110200461AS688384,QUASEM INDUSTRIES LIMITED,Others,Other Manufacturing,Others,Y,Public Limited Company,461,Md Shirazul Islam Khan FCA,F-0133,Shiraz Khan Basak & Co.,Audit,Statutory Audit,10/11/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994",2021-10-20,20,October,2021
25601,2110240165AS488990,ACME PESTICIDES LIMITED,Pestricides,Killing Substance,Pestricides,Y,Public Limited Company,165,Quazi Shafiqul Islam FCA,F-0067,Islam Quazi Shafique & Co.,Audit,Statutory Audit,10/5/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994",2021-10-24,24,October,2021
25602,2110261394AS419666,COPPERTECH INDUSTRIES LIMITED,Others,Metal Industries,Others,Y,Public Limited Company,1394,Sheikh Zahidul Islam FCA,F-0127,Shafiq Basak & Co.,Audit,Statutory Audit,10/26/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994",2021-10-26,26,October,2021
25603,2110260770AS139019,HAMID FABRICS LIMITED,Weaving,Textiles,Weaving,Y,Public Limited Company,770,Sabbir  Ahmed FCA,F-0055,Hoda Vasi Chowdhury & Co.,Audit,Statutory Audit,10/26/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994",2021-10-26,26,October,2021
25604,2110260770AS360844,ENERGYPAC POWER GENERATION LIMITED,Others,Other Manufacturing,Others,Y,Public Limited Company,770,Sabbir  Ahmed FCA,F-0055,Hoda Vasi Chowdhury & Co.,Audit,Statutory Audit,10/26/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994",2021-10-26,26,October,2021
25605,2110041772AS629763,APEX TANNERY LIMITED,Leather Fashion,Tannery,Leather Fashion,Y,Public Limited Company,1772,Chaity  Basak ACA,F-0133,Shiraz Khan Basak & Co.,Audit,Statutory Audit,10/2/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994",2021-10-04,04,October,2021
25609,2110250779AS972364,BSRM STEELS LIMITED,Others,Metal Industries,Others,Y,Public Limited Company,779,Sarwar  Uddin FCA,F-0061,Hussain Farhad & Co.,Audit,Statutory Audit,10/23/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994",2021-10-25,25,October,2021
25610,2110270564AS239032,BEXIMCO SYNTHETICS LTD.,Garments,Textiles,Garments,Y,Public Limited Company,564,Mahmood Hasan FCA,F-0083,M J Abedin & Co.,Audit,Statutory Audit,10/21/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994",2021-10-27,27,October,2021
25618,2110170392AS644128,METRO SPINNING LIMITED,Spinning,Textiles,Spinning,Y,Public Limited Company,392,A. K. Gulam Kibria FCA,F-0047,G Kibria & Co.,Audit,Statutory Audit,10/10/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994",2021-10-17,17,October,2021
25620,2110240643AO955862,MARICO BANGLADESH LIMITED,Cosmetics,Chemical,Cosmetics,Y,Public Limited Company,643,Akhtar  Sanjida Kasem FCA,F-0010,A Qasem & Co.,Audit,Other Audit,10/21/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994",2021-10-24,24,October,2021
25623,2110130392AS329759,MAKSONS  SPINNING  MILLS  LIMITED,Spinning,Textiles,Spinning,Y,Public Limited Company,392,A. K. Gulam Kibria FCA,F-0047,G Kibria & Co.,Audit,Statutory Audit,10/10/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994",2021-10-13,13,October,2021
25624,2110250105AS521379,BBS CABLES LTD.,Others,Other Manufacturing,Others,Y,Public Limited Company,105,Howlader Mahfel Huq FCA,F-0091,Mahfel Huq & Co.,Audit,Statutory Audit,10/21/2021,Auditors Report and Financial Statements ,"Bangladesh Securities and Exchange Commission Act, 1993",2021-10-25,25,October,2021
25625,2110130886AS979647,FAR EAST KNITTING & DYEING INDUSTRIES LTD,Garments,Textiles,Garments,Y,Public Limited Company,886,Mohammed Forkan Uddin FCA,F-0086,M M Rahman & Co.,Audit,Statutory Audit,10/13/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994",2021-10-13,13,October,2021
25628,2110251257AS749528,BANGLADESH STEEL RE-ROLLING MILLS LIMITED,Others,Metal Industries,Others,Y,Public Limited Company,1257,Md. Johirul Islam FCA,F-0010,A Qasem & Co.,Audit,Statutory Audit,10/23/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994",2021-10-25,25,October,2021
25629,2110281090AS241039,APEX SPINNING & KNITTING MILLS LIMITED,Garments,Textiles,Garments,Y,Public Limited Company,1090,AKM Fazlul Haque FCA,F-0061,Hussain Farhad & Co.,Audit,Statutory Audit,10/28/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994",2021-10-28,28,October,2021
25630,2110280392AS948568,MIR AKHTAR HOSSAIN LIMITED,Infrastructure,Construction,Infrastructure,Y,Public Limited Company,392,A. K. Gulam Kibria FCA,F-0047,G Kibria & Co.,Audit,Statutory Audit,10/26/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994",2021-10-28,28,October,2021
25631,2109270247AS379886,THE IBN SINA PHARMACEUTICAL INDUSTRY LIMITED,Pharmaceuticals,Medicine & Healthcare,Pharmaceuticals,Y,Public Limited Company,247,Md  Waliullah FCA,F-0094,Malek Siddiqui Wali,Audit,Statutory Audit,9/21/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994",2021-09-27,27,September,2021
